ID	CHR	P1	TWAS.P	cond.sig	unique	gene	twas.fdr.sig	novel
ENSG00000116698	1	183522637	2.60E-03	0	0	SMG7	0	NA
ENSG00000198890	1	107601433	2.74E-03	0	0	PRMT6	0	NA
ENSG00000103066	16	68294718	2.90E-03	0	0	PLA2G15	0	NA
ENSG00000100092	22	38051770	2.93E-03	0	0	SH3BP1	0	NA
ENSG00000117595	1	209961871	2.98E-03	0	1	IRF6	0	NA
ENSG00000138111	10	104236709	2.98E-03	0	1	MFSD13A	0	NA
ENSG00000107864	10	93809109	3.00E-03	0	0	CPEB3	0	NA
ENSG00000105287	19	47178291	3.13E-03	0	0	PRKD2	0	NA
ENSG00000161091	19	3544421	0.003153	0	0	MFSD12	0	NA
ENSG00000213373	17	41030712	3.22E-03	0	NA	LINC00671	0	NA
ENSG00000271204	7	130615123	3.29E-03	0	0	AC016831.5	0	NA
ENSG00000242220	21	33949095	3.29E-03	0	1	TCP10L	0	NA
ENSG00000179195	12	124498879	3.34E-03	0	1	ZNF664	0	NA
ENSG00000143167	1	167022394	3.39E-03	0	1	GPA33	0	NA
ENSG00000008952	3	169715919	3.39E-03	0	0	SEC62	0	NA
ENSG00000070081	11	17351811	3.49E-03	0	0	NUCB2	0	NA
ENSG00000185909	3	49213716	3.60E-03	0	NA	KLHDC8B	0	NA
ENSG00000115241	2	27604099	0.003658	0	0	PPM1G	0	NA
ENSG00000115896	2	199012518	3.71E-03	0	0	PLCL1	0	NA
ENSG00000065029	6	35263386	3.84E-03	0	NA	ZNF76	0	NA
ENSG00000140543	15	89056042	0.004	0	1	DET1	0	NA
ENSG00000007341	1	113084482	4.01E-03	0	0	ST7L	0	NA
ENSG00000184076	22	30165926	0.004014	0	0	UQCR10	0	NA
ENSG00000261000	1	206677688	4.12E-03	0	0	AC244034.2	0	NA
ENSG00000165526	11	126072329	4.15E-03	0	0	RPUSD4	0	NA
ENSG00000141503	17	4800883	4.17E-03	0	0	MINK1	0	NA
ENSG00000055483	17	76783653	4.28E-03	0	0	USP36	0	NA
ENSG00000198464	19	52828992	0.004366	0	0	ZNF480	0	NA
ENSG00000197601	11	13753527	0.00444	0	0	FAR1	0	NA
ENSG00000078747	20	33099121	4.48E-03	0	0	ITCH	0	NA
ENSG00000163131	1	150702911	4.51E-03	0	0	CTSS	0	NA
ENSG00000107614	10	17185064	4.56E-03	0	NA	TRDMT1	0	NA
ENSG00000067191	17	37342218	4.84E-03	0	NA	CACNB1	0	NA
ENSG00000164307	5	96098063	4.87E-03	0	0	ERAP1	0	NA
ENSG00000137513	11	78147486	4.97E-03	0	0	NARS2	0	NA
ENSG00000049245	1	7841233	5.20E-03	0	1	VAMP3	0	NA
ENSG00000166452	11	8941489	5.47E-03	0	0	AKIP1	0	NA
ENSG00000134759	18	33750123	5.71E-03	0	NA	ELP2	0	NA
ENSG00000181027	19	47261442	5.92E-03	0	1	FKRP	0	NA
ENSG00000055130	7	148497881	5.92E-03	0	0	CUL1	0	NA
ENSG00000150667	15	39892658	6.06E-03	0	1	FSIP1	0	NA
ENSG00000125520	20	62375161	6.14E-03	0	1	SLC2A4RG	0	NA
ENSG00000180376	3	56653515	6.27E-03	0	0	CCDC66	0	NA
ENSG00000248746	11	66330615	6.38E-03	0	NA	ACTN3	0	NA
ENSG00000275576	20	30704234	6.44E-03	0	0	AL049539.1	0	NA
ENSG00000101019	20	33890456	6.47E-03	0	0	UQCC1	0	NA
ENSG00000011405	11	17108850	0.00653	0	1	PIK3C2A	0	NA
ENSG00000198522	2	27873452	6.54E-03	0	0	GPN1	0	NA
ENSG00000173540	3	49759063	6.77E-03	0	0	GMPPB	0	NA
ENSG00000048828	9	96328248	6.81E-03	0	0	FAM120A	0	NA
ENSG00000100345	22	36677780	0.006814	0	0	MYH9	0	NA
ENSG00000176476	16	28603029	6.84E-03	0	0	SGF29	0	NA
ENSG00000163125	1	150448791	6.92E-03	0	0	RPRD2	0	NA
ENSG00000069275	1	205687409	6.94E-03	0	0	NUCKS1	0	NA
ENSG00000100106	22	38155708	0.00698	0	0	TRIOBP	0	NA
ENSG00000166825	15	90328406	7.21E-03	0	0	ANPEP	0	NA
ENSG00000171222	20	34541853	7.22E-03	0	0	SCAND1	0	NA
ENSG00000145284	4	83551350	7.47E-03	0	1	SCD5	0	NA
ENSG00000100883	14	35498297	7.86E-03	0	0	SRP54	0	NA
ENSG00000026297	6	167343077	8.03E-03	0	0	RNASET2	0	NA
ENSG00000111780	12	120894928	8.06E-03	0	0	AL021546.1	0	NA
ENSG00000168385	2	242293057	8.10E-03	0	0	Sep-02	0	NA
ENSG00000155542	5	56212642	8.11E-03	0	0	SETD9	0	NA
ENSG00000172469	6	96056815	8.19E-03	0	0	MANEA	0	NA
ENSG00000279672	11	780763	8.24E-03	0	NA	AP006621.5	0	NA
ENSG00000164733	8	11700913	0.00832	0	0	CTSB	0	NA
ENSG00000143418	1	150938027	8.39E-03	0	0	CERS2	0	NA
ENSG00000092621	1	120286741	8.84E-03	0	0	PHGDH	0	NA
ENSG00000163703	3	9985690	8.84E-03	0	0	CRELD1	0	NA
ENSG00000071242	6	166823038	9.06E-03	0	NA	RPS6KA2	0	NA
ENSG00000112110	6	160219194	9.24E-03	0	0	MRPL18	0	NA
ENSG00000177045	19	46268148	9.51E-03	0	0	SIX5	0	NA
ENSG00000064787	20	52561379	1.01E-02	0	0	BCAS1	0	NA
ENSG00000135968	2	109109100	1.01E-02	0	0	GCC2	0	NA
ENSG00000127399	7	150034900	1.05E-02	0	0	LRRC61	0	NA
ENSG00000100266	22	43265950	1.09E-02	0	0	PACSIN2	0	NA
ENSG00000115750	2	10059855	1.11E-02	0	1	TAF1B	0	NA
ENSG00000070047	11	611694	0.01127	0	NA	PHRF1	0	NA
ENSG00000135929	2	219679666	0.011349	0	0	CYP27A1	0	NA
ENSG00000158077	11	7092603	1.14E-02	0	NA	NLRP14	0	NA
ENSG00000066056	1	43788641	1.14E-02	0	1	TIE1	0	NA
ENSG00000131196	18	77227852	0.01153	0	0	NFATC1	0	NA
ENSG00000130649	10	135352415	1.16E-02	0	NA	CYP2E1	0	NA
ENSG00000163807	3	44803089	1.18E-02	0	0	KIAA1143	0	NA
ENSG00000086289	7	37991201	1.19E-02	0	0	EPDR1	0	NA
ENSG00000137106	9	37436782	1.20E-02	0	0	GRHPR	0	NA
ENSG00000108175	10	81075921	1.25E-02	0	1	ZMIZ1	0	NA
ENSG00000152127	2	135212071	0.01255	0	0	MGAT5	0	NA
ENSG00000107104	9	745688	1.27E-02	0	0	KANK1	0	NA
ENSG00000182511	15	91438831	0.01283	0	0	FES	0	NA
ENSG00000237651	2	61390265	0.01289	0	0	C2orf74	0	NA
ENSG00000000460	1	169822009	1.29E-02	0	0	C1orf112	0	NA
ENSG00000138175	10	104433726	1.36E-02	0	0	ARL3	0	NA
ENSG00000126001	20	34099561	1.36E-02	0	1	CEP250	0	NA
ENSG00000142961	1	47073525	1.37E-02	0	0	MOB3C	0	NA
ENSG00000165171	7	73249074	1.40E-02	0	0	METTL27	0	NA
ENSG00000184990	14	105222093	1.41E-02	0	0	SIVA1	0	NA
ENSG00000261305	7	150039500	1.43E-02	0	1	AC005586.2	0	NA
ENSG00000214078	20	34214541	1.43E-02	0	0	CPNE1	0	NA
ENSG00000246560	4	103764805	1.45E-02	0	0	UBE2D3-AS1	0	NA
ENSG00000185920	9	98206681	1.48E-02	0	1	PTCH1	0	NA
ENSG00000059691	4	152592061	1.49E-02	0	0	GATB	0	NA
ENSG00000164053	3	48506915	1.49E-02	0	0	ATRIP	0	NA
ENSG00000168071	11	64124519	1.52E-02	0	0	CCDC88B	0	NA
ENSG00000163584	3	170582911	1.54E-02	0	0	RPL22L1	0	NA
ENSG00000182747	6	137246618	1.57E-02	0	1	SLC35D3	0	NA
ENSG00000114544	3	125725361	1.58E-02	0	1	SLC41A3	0	NA
ENSG00000189077	7	75616491	1.59E-02	0	0	TMEM120A	0	NA
ENSG00000198933	17	45789083	1.59E-02	0	0	TBKBP1	0	NA
ENSG00000133424	22	33669106	0.01607	0	0	LARGE1	0	NA
ENSG00000182534	17	74672115	1.62E-02	0	0	MXRA7	0	NA
ENSG00000124920	11	61555720	0.01623	0	1	MYRF	0	NA
ENSG00000108861	17	41843906	1.64E-02	0	1	DUSP3	0	NA
ENSG00000165322	10	32095896	1.65E-02	0	0	ARHGAP12	0	NA
ENSG00000165025	9	93658068	1.66E-02	0	1	SYK	0	NA
ENSG00000109323	4	103552938	0.0167	0	0	MANBA	0	NA
ENSG00000136014	12	95911622	1.68E-02	0	NA	USP44	0	NA
ENSG00000108523	17	4848399	1.70E-02	0	0	RNF167	0	NA
ENSG00000187775	17	76420061	1.70E-02	0	NA	DNAH17	0	NA
ENSG00000074964	1	18024042	1.72E-02	0	1	ARHGEF10L	0	NA
ENSG00000170128	1	200842897	1.72E-02	0	NA	GPR25	0	NA
ENSG00000138750	4	77036167	1.73E-02	0	0	NUP54	0	NA
ENSG00000153113	5	96110111	1.73E-02	0	0	CAST	0	NA
ENSG00000108984	17	67410987	1.76E-02	0	NA	MAP2K6	0	NA
ENSG00000110395	11	119178245	1.76E-02	0	0	CBL	0	NA
ENSG00000065060	6	34845006	1.77E-02	0	0	UHRF1BP1	0	NA
ENSG00000184207	16	2262132	1.77E-02	0	0	PGP	0	NA
ENSG00000183662	3	68594414	1.78E-02	0	NA	FAM19A1	0	NA
ENSG00000116106	2	222283377	1.78E-02	0	0	EPHA4	0	NA
ENSG00000166997	7	99722940	1.80E-02	0	0	CNPY4	0	NA
ENSG00000075239	11	108017997	1.86E-02	0	0	ACAT1	0	NA
ENSG00000167766	19	53116292	1.86E-02	0	1	ZNF83	0	NA
ENSG00000114770	3	183637872	1.88E-02	0	0	ABCC5	0	NA
ENSG00000116285	1	8072104	1.90E-02	0	NA	ERRFI1	0	NA
ENSG00000160284	21	47581444	1.91E-02	0	0	SPATC1L	0	NA
ENSG00000101421	20	32441892	1.91E-02	0	1	CHMP4B	0	NA
ENSG00000055955	3	52847228	1.94E-02	0	0	ITIH4	0	NA
ENSG00000075426	2	28637370	0.01941	0	0	FOSL2	0	NA
ENSG00000016864	3	52728696	1.95E-02	0	1	GLT8D1	0	NA
ENSG00000240849	20	48740342	1.95E-02	0	0	TMEM189	0	NA
ENSG00000075651	3	171318700	1.96E-02	0	0	PLD1	0	NA
ENSG00000152359	5	74970321	1.99E-02	0	0	POC5	0	NA
ENSG00000198276	20	62571570	1.99E-02	0	1	UCKL1	0	NA
ENSG00000110696	11	16777405	0.02032	0	1	C11orf58	0	NA
ENSG00000139725	12	122215927	0.02033	0	1	RHOF	0	NA
ENSG00000140575	15	91045062	2.04E-02	0	0	IQGAP1	0	NA
ENSG00000088053	19	55525185	0.020472	0	1	GP6	0	NA
ENSG00000125952	14	65550698	2.07E-02	0	1	MAX	0	NA
ENSG00000163219	2	69053581	0.020739	0	1	ARHGAP25	0	NA
ENSG00000025708	22	50964200	2.08E-02	0	0	TYMP	0	NA
ENSG00000145495	5	10435390	0.02079	0	1	Mar-06	0	NA
ENSG00000234199	2	114764755	0.021	0	0	LINC01191	0	NA
ENSG00000196821	6	34555289	2.10E-02	0	0	C6orf106	0	NA
ENSG00000161036	7	102113426	2.13E-02	0	0	LRWD1	0	NA
ENSG00000131849	19	58944496	2.14E-02	0	0	ZNF132	0	NA
ENSG00000104388	8	61533303	2.15E-02	0	0	RAB2A	0	NA
ENSG00000172728	8	33228828	2.16E-02	0	0	FUT10	0	NA
ENSG00000010030	6	36334115	2.17E-02	0	0	ETV7	0	NA
ENSG00000188321	19	9454332	2.20E-02	0	0	ZNF559	0	NA
ENSG00000186812	18	32837923	0.02205	0	0	ZNF397	0	NA
ENSG00000021300	11	73373602	0.02212	0	1	PLEKHB1	0	NA
ENSG00000140307	15	59942870	2.26E-02	0	0	GTF2A2	0	NA
ENSG00000176783	5	179036625	2.26E-02	0	1	RUFY1	0	NA
ENSG00000166275	10	104614127	2.26E-02	0	0	BORCS7	0	NA
ENSG00000170777	9	6330003	2.28E-02	0	NA	TPD52L3	0	NA
ENSG00000140443	15	99507108	0.02296	0	0	IGF1R	0	NA
ENSG00000181915	10	64568038	2.32E-02	0	0	ADO	0	NA
ENSG00000167740	17	4060604	2.32E-02	0	0	CYB5D2	0	NA
ENSG00000009790	1	209954718	2.34E-02	0	0	TRAF3IP3	0	NA
ENSG00000106952	9	117665275	2.37E-02	0	1	TNFSF8	0	NA
ENSG00000143194	1	166990322	2.38E-02	0	1	MAEL	0	NA
ENSG00000106404	7	100875475	2.41E-02	0	0	CLDN15	0	NA
ENSG00000123609	2	152127238	2.42E-02	0	0	NMI	0	NA
ENSG00000117395	1	43630334	2.42E-02	0	0	EBNA1BP2	0	NA
ENSG00000105483	19	48711608	0.024381	0	0	CARD8	0	NA
ENSG00000169255	3	160801782	2.48E-02	0	1	B3GALNT1	0	NA
ENSG00000158552	2	220074250	2.48E-02	0	NA	ZFAND2B	0	NA
ENSG00000256427	12	9408153	0.0249	0	1	AC010175.1	0	NA
ENSG00000109084	17	26655174	2.49E-02	0	0	TMEM97	0	NA
ENSG00000173272	2	132241755	2.49E-02	0	1	MZT2A	0	NA
ENSG00000155307	21	15858320	2.51E-02	0	1	SAMSN1	0	NA
ENSG00000162976	2	11318519	2.54E-02	0	0	PQLC3	0	NA
ENSG00000066855	8	66622441	0.02559	0	0	MTFR1	0	NA
ENSG00000205268	8	66634145	2.56E-02	0	0	PDE7A	0	NA
ENSG00000132323	2	239079122	2.57E-02	0	1	ILKAP	0	NA
ENSG00000167747	19	51300967	2.59E-02	0	0	C19orf48	0	NA
ENSG00000173598	12	93799385	2.62E-02	0	NA	NUDT4	0	NA
ENSG00000090382	12	69746043	2.68E-02	0	0	LYZ	0	NA
ENSG00000158985	5	130730009	2.68E-02	0	0	CDC42SE2	0	NA
ENSG00000165730	10	70652420	2.70E-02	0	0	STOX1	0	NA
ENSG00000205710	17	4805698	2.74E-02	0	0	C17orf107	0	NA
ENSG00000153201	2	109400828	2.75E-02	0	NA	RANBP2	0	NA
ENSG00000163818	3	45865672	2.75E-02	0	1	LZTFL1	0	NA
ENSG00000106772	9	79226587	2.77E-02	0	1	PRUNE2	0	NA
ENSG00000239672	17	49239116	2.78E-02	0	0	NME1	0	NA
ENSG00000129315	12	49082838	0.02792	0	0	CCNT1	0	NA
ENSG00000042317	14	88904642	0.02793	0	0	SPATA7	0	NA
ENSG00000108256	17	27588736	2.80E-02	0	0	NUFIP2	0	NA
ENSG00000163938	3	52728087	2.81E-02	0	0	GNL3	0	NA
ENSG00000159314	17	43506769	2.84E-02	0	0	ARHGAP27	0	NA
ENSG00000111880	6	89320073	2.87E-02	0	NA	RNGTT	0	NA
ENSG00000145703	5	76003775	2.91E-02	0	0	IQGAP2	0	NA
ENSG00000162889	1	206907291	2.91E-02	0	0	MAPKAPK2	0	NA
ENSG00000152492	3	191109635	2.92E-02	0	0	CCDC50	0	NA
ENSG00000115234	2	27599761	2.92E-02	0	0	SNX17	0	NA
ENSG00000100321	22	39772100	2.93E-02	0	0	SYNGR1	0	NA
ENSG00000122224	1	160797695	2.95E-02	0	1	LY9	0	NA
ENSG00000160613	11	117075987	2.95E-02	0	0	PCSK7	0	NA
ENSG00000250565	2	46739291	0.029859	0	0	ATP6V1E2	0	NA
ENSG00000092820	6	159186872	3.04E-02	0	1	EZR	0	NA
ENSG00000100116	22	38212629	0.03094	0	0	GCAT	0	NA
ENSG00000155366	1	113243839	3.15E-02	0	0	RHOC	0	NA
ENSG00000144749	3	66429626	3.16E-02	0	1	LRIG1	0	NA
ENSG00000166135	10	102309525	3.17E-02	0	0	HIF1AN	0	NA
ENSG00000107099	9	464869	3.21E-02	0	0	DOCK8	0	NA
ENSG00000105851	7	106547301	3.22E-02	0	0	PIK3CG	0	NA
ENSG00000167842	17	5393908	3.26E-02	0	0	MIS12	0	NA
ENSG00000145740	5	68423859	3.27E-02	0	NA	SLC30A5	0	NA
ENSG00000130695	1	26605125	3.33E-02	0	1	CEP85	0	NA
ENSG00000164967	9	34610744	3.33E-02	0	0	RPP25L	0	NA
ENSG00000117713	1	27108248	3.35E-02	0	0	ARID1A	0	NA
ENSG00000164111	4	122589545	3.35E-02	0	0	ANXA5	0	NA
ENSG00000123472	1	47100870	3.36E-02	0	0	ATPAF1	0	NA
ENSG00000128989	15	52839886	3.40E-02	0	0	ARPP19	0	NA
ENSG00000159658	1	47141189	3.48E-02	0	0	EFCAB14	0	NA
ENSG00000198963	9	77302031	3.49E-02	0	0	RORB	0	NA
ENSG00000175161	3	86117585	3.51E-02	0	NA	CADM2	0	NA
ENSG00000171150	2	46989787	3.55E-02	0	0	SOCS5	0	NA
ENSG00000146701	7	75695852	3.56E-02	0	1	MDH2	0	NA
ENSG00000117505	1	93827578	3.57E-02	0	0	DR1	0	NA
ENSG00000198959	20	36757131	3.57E-02	0	NA	TGM2	0	NA
ENSG00000169682	16	28995800	3.60E-02	0	0	SPNS1	0	NA
ENSG00000113558	5	133492120	0.03626	0	0	SKP1	0	NA
ENSG00000135597	6	139225666	3.63E-02	0	0	REPS1	0	NA
ENSG00000117500	1	93617763	3.67E-02	0	1	TMED5	0	NA
ENSG00000073910	13	32527147	3.68E-02	0	0	FRY	0	NA
ENSG00000138796	4	108956065	0.037163	0	0	HADH	0	NA
ENSG00000154127	11	122685037	3.77E-02	0	1	UBASH3B	0	NA
ENSG00000103932	15	41809627	0.03785	0	0	RPAP1	0	NA
ENSG00000174483	11	66300791	0.03795	0	0	BBS1	0	NA
ENSG00000171806	1	169762307	3.82E-02	0	0	METTL18	0	NA
ENSG00000154814	3	16343213	3.84E-02	0	1	OXNAD1	0	NA
ENSG00000050748	5	179663301	3.86E-02	0	0	MAPK9	0	NA
ENSG00000005175	12	48062755	0.03862	0	0	RPAP3	0	NA
ENSG00000134077	3	9426992	3.88E-02	0	0	THUMPD3	0	NA
ENSG00000243224	3	52274871	3.88E-02	0	1	AC006252.1	0	NA
ENSG00000156795	8	124453918	3.88E-02	0	0	WDYHV1	0	NA
ENSG00000119139	9	71869422	3.93E-02	0	0	TJP2	0	NA
ENSG00000105865	7	107218734	3.95E-02	0	0	DUS4L	0	NA
ENSG00000173715	11	66610747	4.00E-02	0	0	C11orf80	0	NA
ENSG00000100097	22	38074511	4.03E-02	0	0	LGALS1	0	NA
ENSG00000065809	10	14561191	4.04E-02	0	0	FAM107B	0	NA
ENSG00000066583	5	128449350	4.13E-02	0	0	ISOC1	0	NA
ENSG00000163904	3	185348264	4.13E-02	0	0	SENP2	0	NA
ENSG00000178750	3	93733236	4.14E-02	0	1	STX19	0	NA
ENSG00000157315	16	69377378	4.15E-02	0	0	TMED6	0	NA
ENSG00000164463	5	172563433	4.22E-02	0	0	CREBRF	0	NA
ENSG00000175920	4	3495765	4.31E-02	0	1	DOK7	0	NA
ENSG00000141556	17	80900795	4.32E-02	0	0	TBCD	0	NA
ENSG00000136045	12	108105942	0.04321	0	0	PWP1	0	NA
ENSG00000109270	4	100799631	4.35E-02	0	0	LAMTOR3	0	NA
ENSG00000143153	1	169101470	4.37E-02	0	1	ATP1B1	0	NA
ENSG00000092094	14	20915313	0.0437	0	0	OSGEP	0	NA
ENSG00000186184	13	28197480	4.38E-02	0	0	POLR1D	0	NA
ENSG00000163564	1	158914762	4.39E-02	0	0	PYHIN1	0	NA
ENSG00000275395	19	40354005	4.49E-02	0	1	FCGBP	0	NA
ENSG00000140564	15	91426334	0.04517	0	1	FURIN	0	NA
ENSG00000100101	22	38089339	0.04522	0	0	Z83844.1	0	NA
ENSG00000168237	3	52327143	4.59E-02	0	0	GLYCTK	0	NA
ENSG00000162972	2	200828460	4.59E-02	0	0	MAIP1	0	NA
ENSG00000146666	7	47805771	4.61E-02	0	NA	LINC00525	0	NA
ENSG00000143614	1	153779568	4.62E-02	0	0	GATAD2B	0	NA
ENSG00000111671	12	6980357	0.04647	0	1	SPSB2	0	NA
ENSG00000188707	7	150029473	4.67E-02	0	1	ZBED6CL	0	NA
ENSG00000157837	12	121201307	4.67E-02	0	0	SPPL3	0	NA
ENSG00000167965	16	2259196	4.70E-02	0	1	MLST8	0	NA
ENSG00000164308	5	96249064	0.04719	0	0	ERAP2	0	NA
ENSG00000173406	1	58971775	4.75E-02	0	1	DAB1	0	NA
ENSG00000149573	11	118130779	4.75E-02	0	0	MPZL2	0	NA
ENSG00000250722	5	42800868	4.77E-02	0	NA	SELENOP	0	NA
ENSG00000119787	2	38523137	0.047812	0	NA	ATL2	0	NA
ENSG00000100997	20	25275567	4.81E-02	0	0	ABHD12	0	NA
ENSG00000010626	12	7022134	4.82E-02	0	0	LRRC23	0	NA
ENSG00000140829	16	72146477	4.87E-02	0	0	DHX38	0	NA
ENSG00000149485	11	61567412	0.04889	0	0	FADS1	0	NA
ENSG00000167535	12	49222603	0.04899	0	0	CACNB3	0	NA
ENSG00000135763	1	229795341	4.93E-02	0	0	URB2	0	NA
ENSG00000167646	19	55670112	4.97E-02	0	1	DNAAF3	0	NA
ENSG00000158869	1	161188671	5.01E-02	0	0	FCER1G	0	NA
ENSG00000174953	3	153993873	5.01E-02	0	0	DHX36	0	NA
ENSG00000135299	6	90341138	5.02E-02	0	1	ANKRD6	0	NA
ENSG00000183605	10	120900473	5.03E-02	0	0	SFXN4	0	NA
ENSG00000187838	17	7293132	5.05E-02	0	0	PLSCR3	0	NA
ENSG00000146833	7	99488697	5.08E-02	0	0	TRIM4	0	NA
ENSG00000123636	2	160175639	0.050859	0	0	BAZ2B	0	NA
ENSG00000032742	13	21228015	5.12E-02	0	0	IFT88	0	NA
ENSG00000101310	20	18534998	5.19E-02	0	0	SEC23B	0	NA
ENSG00000131400	19	50861997	5.19E-02	0	0	NAPSA	0	NA
ENSG00000107679	10	124193915	5.22E-02	0	1	PLEKHA1	0	NA
ENSG00000127337	12	69784140	0.05269	0	0	YEATS4	0	NA
ENSG00000162877	1	205797589	5.28E-02	0	0	PM20D1	0	NA
ENSG00000146426	6	155578084	5.32E-02	0	NA	TIAM2	0	NA
ENSG00000140474	15	75128856	0.05354	0	0	ULK3	0	NA
ENSG00000071462	7	73112196	5.36E-02	0	0	BUD23	0	NA
ENSG00000100075	22	19163463	5.39E-02	0	0	SLC25A1	0	NA
ENSG00000129197	17	5329562	5.41E-02	0	0	RPAIN	0	NA
ENSG00000100296	22	29907096	0.05433	0	0	THOC5	0	NA
ENSG00000167565	19	40947015	5.48E-02	0	0	SERTAD3	0	NA
ENSG00000103064	16	68334225	5.50E-02	0	0	SLC7A6	0	NA
ENSG00000086015	1	46501656	5.53E-02	0	1	MAST2	0	NA
ENSG00000149196	11	86017287	5.53E-02	0	0	HIKESHI	0	NA
ENSG00000124587	6	42931900	5.58E-02	0	0	PEX6	0	NA
ENSG00000168807	16	69294107	5.64E-02	0	1	SNTB2	0	NA
ENSG00000109854	11	20404858	5.64E-02	0	NA	HTATIP2	0	NA
ENSG00000162645	1	89573788	5.68E-02	0	NA	GBP2	0	NA
