ID	CHR	P1	TWAS.P	cond.sig	unique	gene	twas.fdr.sig	novel
ENSG00000172322	12	10138002	0.009484	0	0	CLEC12A	0	NA
ENSG00000135452	12	58141872	0.009542	0	0	TSPAN31	0	NA
ENSG00000036549	1	78030674	9.56E-03	0	1	AC118549.1	0	NA
ENSG00000081985	1	67862150	9.71E-03	0	0	IL12RB2	0	NA
ENSG00000102882	16	30125583	9.81E-03	0	0	MAPK3	0	NA
ENSG00000119403	9	123632053	0.00985	0	0	PHF19	0	NA
ENSG00000106804	9	123714715	0.00997	0	0	C5	0	NA
ENSG00000065883	7	40134945	0.010061	0	0	CDK13	0	NA
ENSG00000096872	9	27062741	0.01009	0	0	IFT74	0	NA
ENSG00000078124	11	76733673	1.01E-02	0	0	ACER3	0	NA
ENSG00000158773	1	161009200	1.04E-02	0	0	USF1	0	NA
ENSG00000100890	14	35743097	0.01049	0	0	KIAA0391	0	NA
ENSG00000166275	10	104614127	0.01071	0	0	BORCS7	0	NA
ENSG00000105373	19	48259951	0.01083	0	0	NOP53	0	NA
ENSG00000136827	9	132575549	0.01104	0	0	TOR1A	0	NA
ENSG00000026297	6	167343077	0.0111	0	0	RNASET2	0	NA
ENSG00000124120	20	43122960	0.0112	0	0	TTPAL	0	NA
ENSG00000183386	1	38462656	1.13E-02	0	0	FHL3	0	NA
ENSG00000119684	14	75483312	0.01133	0	0	MLH3	0	NA
ENSG00000086015	1	46501656	1.15E-02	0	1	MAST2	0	NA
ENSG00000009790	1	209954718	1.16E-02	0	0	TRAF3IP3	0	NA
ENSG00000071242	6	166823038	0.0117	0	NA	RPS6KA2	0	NA
ENSG00000134283	12	42792656	0.011929	0	1	PPHLN1	0	NA
ENSG00000132436	7	50513124	0.01195	0	0	FIGNL1	0	NA
ENSG00000111615	12	75891784	0.012036	0	1	KRR1	0	NA
ENSG00000102921	16	48573990	1.21E-02	0	0	AC026470.1	0	NA
ENSG00000136816	9	132573181	0.01214	0	0	TOR1B	0	NA
ENSG00000164088	3	52284536	0.012232	0	0	PPM1M	0	NA
ENSG00000105974	7	116200536	0.012603	0	NA	CAV1	0	NA
ENSG00000138166	10	112271075	0.01291	0	NA	DUSP5	0	NA
ENSG00000107331	9	139901927	0.01306	0	0	ABCA2	0	NA
ENSG00000189362	2	191371996	0.01332	0	1	NEMP2	0	NA
ENSG00000140307	15	59942870	0.01346	0	0	GTF2A2	0	NA
ENSG00000163468	1	156280742	1.35E-02	0	0	CCT3	0	NA
ENSG00000110074	11	126147878	1.35E-02	0	1	FOXRED1	0	NA
ENSG00000118260	2	208461994	0.0137	0	0	CREB1	0	NA
ENSG00000013288	4	6623990	0.013816	0	0	MAN2B2	0	NA
ENSG00000176018	5	89811763	0.01419	0	0	LYSMD3	0	NA
ENSG00000165526	11	126072329	1.45E-02	0	0	RPUSD4	0	NA
ENSG00000111530	12	67707726	0.014647	0	1	CAND1	0	NA
ENSG00000106603	7	43679047	0.014659	0	1	COA1	0	NA
ENSG00000131069	20	33515702	0.0147	0	0	ACSS2	0	NA
ENSG00000088298	20	33703345	0.015	0	0	EDEM2	0	NA
ENSG00000186020	19	37035403	0.01531	0	0	ZNF529	0	NA
ENSG00000278259	17	34869329	0.015342	0	NA	MYO19	0	NA
ENSG00000214941	17	15879945	0.015517	0	0	ZSWIM7	0	NA
ENSG00000282984	1	235600690	1.56E-02	0	NA	TBCE	0	NA
ENSG00000106610	7	66774076	0.015656	0	NA	STAG3L4	0	NA
ENSG00000147955	9	34634916	0.01577	0	0	SIGMAR1	0	NA
ENSG00000217702	2	74362371	0.01595	0	0	AC073263.1	0	NA
ENSG00000106952	9	117665275	0.01598	0	1	TNFSF8	0	NA
ENSG00000106034	7	120937386	0.016243	0	0	CPED1	0	NA
ENSG00000114062	15	25582468	0.01641	0	NA	UBE3A	0	NA
ENSG00000109320	4	103538066	0.016643	0	0	NFKB1	0	NA
ENSG00000166582	17	16246187	0.016933	0	0	CENPV	0	NA
ENSG00000181061	3	42826409	0.01733	0	NA	HIGD1A	0	NA
ENSG00000136932	9	100667016	0.0175	0	0	TRMO	0	NA
ENSG00000106605	7	43846743	0.017655	0	0	BLVRA	0	NA
ENSG00000163870	3	127292141	0.017806	0	1	TPRA1	0	NA
ENSG00000163945	4	1389469	0.017999	0	0	UVSSA	0	NA
ENSG00000167565	19	40947015	0.01813	0	0	SERTAD3	0	NA
ENSG00000182919	11	93495818	1.87E-02	0	0	C11orf54	0	NA
ENSG00000089177	20	16253136	0.0187	0	0	KIF16B	0	NA
ENSG00000240194	1	111025444	1.90E-02	0	NA	CYMP	0	NA
ENSG00000149311	11	108093769	1.99E-02	0	0	ATM	0	NA
ENSG00000168461	18	9862306	0.01996	0	0	RAB31	0	NA
ENSG00000205710	17	4805698	0.020233	0	0	C17orf107	0	NA
ENSG00000099985	22	30658990	2.03E-02	0	1	OSM	0	NA
ENSG00000214078	20	34214541	0.0212	0	0	CPNE1	0	NA
ENSG00000101347	20	35520980	0.0212	0	1	SAMHD1	0	NA
ENSG00000162676	1	92940679	2.14E-02	0	1	GFI1	0	NA
ENSG00000135968	2	109109100	0.02185	0	0	GCC2	0	NA
ENSG00000010322	3	52526891	0.02221	0	NA	NISCH	0	NA
ENSG00000172469	6	96056815	0.0225	0	0	MANEA	0	NA
ENSG00000132824	20	43128962	0.0226	0	0	SERINC3	0	NA
ENSG00000134146	15	35663114	0.02291	0	0	DPH6	0	NA
ENSG00000143194	1	166990322	2.31E-02	0	1	MAEL	0	NA
ENSG00000067191	17	37342218	0.023129	0	NA	CACNB1	0	NA
ENSG00000111780	12	120894928	0.023147	0	0	AL021546.1	0	NA
ENSG00000129347	19	10664186	0.02315	0	0	KRI1	0	NA
ENSG00000114054	3	136048770	0.023268	0	0	PCCB	0	NA
ENSG00000213639	2	29025301	0.02333	0	0	PPP1CB	0	NA
ENSG00000168385	2	242293057	0.0234	0	0	Sep-02	0	NA
ENSG00000168229	14	52742862	0.0235	0	1	PTGDR	0	NA
ENSG00000081177	14	69708762	0.02363	0	NA	EXD2	0	NA
ENSG00000138829	5	127593801	0.02368	0	NA	FBN2	0	NA
ENSG00000198160	1	67453489	2.38E-02	0	0	MIER1	0	NA
ENSG00000126775	14	55833257	0.02402	0	NA	ATG14	0	NA
ENSG00000150637	18	67530611	0.02432	0	1	CD226	0	NA
ENSG00000106268	7	2290586	0.024437	0	1	NUDT1	0	NA
ENSG00000197345	11	68663984	2.49E-02	0	0	MRPL21	0	NA
ENSG00000117595	1	209961871	2.50E-02	0	1	IRF6	0	NA
ENSG00000108384	17	56774144	0.025158	0	0	RAD51C	0	NA
ENSG00000123983	2	223765414	0.02535	0	0	ACSL3	0	NA
ENSG00000023228	2	206988240	0.02574	0	1	NDUFS1	0	NA
ENSG00000152642	3	32210030	0.025798	0	1	GPD1L	0	NA
ENSG00000120451	11	130746255	2.66E-02	0	0	SNX19	0	NA
ENSG00000146859	7	134850367	0.027175	0	0	TMEM140	0	NA
ENSG00000185122	8	145515398	0.0273	0	0	HSF1	0	NA
ENSG00000154473	10	124924298	0.02753	0	NA	BUB3	0	NA
ENSG00000149308	11	108031992	2.83E-02	0	0	NPAT	0	NA
ENSG00000125484	9	135568531	0.02845	0	0	GTF3C4	0	NA
ENSG00000115998	2	70377067	0.02849	0	1	C2orf42	0	NA
ENSG00000167220	18	44633811	0.02867	0	0	HDHD2	0	NA
ENSG00000090054	9	94841790	0.02903	0	0	SPTLC1	0	NA
ENSG00000168282	14	50088611	0.02926	0	0	MGAT2	0	NA
ENSG00000189223	2	114024138	0.02956	0	0	PAX8-AS1	0	NA
ENSG00000125618	2	113975187	0.02956	0	0	PAX8	0	NA
ENSG00000173917	17	46620339	0.029653	0	0	HOXB2	0	NA
ENSG00000079805	19	10942221	0.02969	0	1	DNM2	0	NA
ENSG00000181004	4	123665929	0.029825	0	NA	BBS12	0	NA
ENSG00000119392	9	131304443	0.02993	0	1	GLE1	0	NA
ENSG00000075975	3	12624668	0.029931	0	0	MKRN2	0	NA
ENSG00000148468	10	15253991	0.0303	0	1	FAM171A1	0	NA
ENSG00000116678	1	66101016	3.07E-02	0	0	LEPR	0	NA
ENSG00000146232	6	44225967	0.0308	0	0	NFKBIE	0	NA
ENSG00000170777	9	6330003	0.0308	0	NA	TPD52L3	0	NA
ENSG00000132740	11	68707753	3.08E-02	0	0	IGHMBP2	0	NA
ENSG00000185920	9	98206681	0.03106	0	1	PTCH1	0	NA
ENSG00000196821	6	34555289	0.0314	0	0	C6orf106	0	NA
ENSG00000189144	19	38229328	0.0314	0	0	ZNF573	0	NA
ENSG00000133661	10	81697599	0.03142	0	1	SFTPD	0	NA
ENSG00000108474	17	16229347	0.031549	0	0	PIGL	0	NA
ENSG00000152778	10	91180334	0.03155	0	0	IFIT5	0	NA
ENSG00000153774	16	75338941	3.23E-02	0	0	CFDP1	0	NA
ENSG00000131778	1	146767191	3.25E-02	0	NA	CHD1L	0	NA
ENSG00000138686	4	122745775	0.032517	0	0	BBS7	0	NA
ENSG00000066923	7	99818935	0.032517	0	0	STAG3	0	NA
ENSG00000114473	3	197616126	0.032598	0	0	IQCG	0	NA
ENSG00000122417	1	86822128	3.27E-02	0	1	ODF2L	0	NA
ENSG00000151725	4	185615395	0.032765	0	0	CENPU	0	NA
ENSG00000141219	17	71243501	0.032904	0	1	C17orf80	0	NA
ENSG00000108666	17	30658520	0.033426	0	0	C17orf75	0	NA
ENSG00000178028	1	44685899	3.35E-02	0	1	DMAP1	0	NA
ENSG00000206560	3	15708991	0.033535	0	0	ANKRD28	0	NA
ENSG00000139531	12	56399213	0.033571	0	0	SUOX	0	NA
ENSG00000215845	1	161007782	3.37E-02	0	0	TSTD1	0	NA
ENSG00000092140	14	31088885	0.03383	0	0	G2E3	0	NA
ENSG00000178996	5	53814813	0.03394	0	NA	SNX18	0	NA
ENSG00000142856	1	63912496	3.42E-02	0	0	ITGB3BP	0	NA
ENSG00000167965	16	2259196	3.44E-02	0	1	MLST8	0	NA
ENSG00000114423	3	105377375	0.03443	0	0	CBLB	0	NA
ENSG00000136813	9	114123209	0.03452	0	0	ECPAS	0	NA
ENSG00000144647	3	43120957	0.034721	0	NA	POMGNT2	0	NA
ENSG00000105953	7	44715755	0.034945	0	0	OGDH	0	NA
ENSG00000143153	1	169101470	3.57E-02	0	1	ATP1B1	0	NA
ENSG00000113558	5	133492120	0.03599	0	0	SKP1	0	NA
ENSG00000100393	22	41574875	3.60E-02	0	0	EP300	0	NA
ENSG00000105053	19	50482357	0.0361	0	0	VRK3	0	NA
ENSG00000119669	14	77491396	0.03618	0	1	IRF2BPL	0	NA
ENSG00000174953	3	153993873	0.036451	0	0	DHX36	0	NA
ENSG00000146918	7	158443525	0.037057	0	0	NCAPG2	0	NA
ENSG00000144026	2	95813776	0.03746	0	0	ZNF514	0	NA
ENSG00000066336	11	47376455	3.75E-02	0	0	SPI1	0	NA
ENSG00000170291	17	7161971	0.037617	0	0	ELP5	0	NA
ENSG00000135631	2	73300611	0.03762	0	0	RAB11FIP5	0	NA
ENSG00000146425	6	159057837	0.0381	0	0	DYNLT1	0	NA
ENSG00000167094	9	130493617	0.03811	0	0	TTC16	0	NA
ENSG00000088930	20	21370310	0.0382	0	0	XRN2	0	NA
ENSG00000066583	5	128449350	0.03824	0	0	ISOC1	0	NA
ENSG00000179988	10	124746969	0.03827	0	0	PSTK	0	NA
ENSG00000072958	19	16346075	0.03873	0	0	AP1M1	0	NA
ENSG00000117226	1	89472533	3.88E-02	0	0	GBP3	0	NA
ENSG00000138107	10	104239011	0.03886	0	0	ACTR1A	0	NA
ENSG00000140471	15	101109712	0.03942	0	0	LINS1	0	NA
ENSG00000161091	19	3544421	0.04009	0	0	MFSD12	0	NA
ENSG00000172375	11	118987466	4.03E-02	0	0	C2CD2L	0	NA
ENSG00000189077	7	75616491	0.040458	0	0	TMEM120A	0	NA
ENSG00000221500	6	133137958	0.0405	0	NA	SNORD100	0	NA
ENSG00000006282	17	48633143	0.040839	0	0	SPATA20	0	NA
ENSG00000262246	16	4404759	4.10E-02	0	NA	CORO7	0	NA
ENSG00000120645	12	280419	0.041081	0	0	IQSEC3	0	NA
ENSG00000129657	17	75209478	0.041579	0	NA	SEC14L1	0	NA
ENSG00000143537	1	155032770	4.16E-02	0	0	ADAM15	0	NA
ENSG00000131626	11	70224311	4.18E-02	0	0	PPFIA1	0	NA
ENSG00000128050	4	57327193	0.042367	0	0	PAICS	0	NA
ENSG00000163818	3	45865672	0.042899	0	1	LZTFL1	0	NA
ENSG00000139168	12	42706049	0.043222	0	1	ZCRB1	0	NA
ENSG00000100625	14	61176420	0.04367	0	0	SIX4	0	NA
ENSG00000184207	16	2262132	4.39E-02	0	0	PGP	0	NA
ENSG00000170891	4	5016785	0.044352	0	0	CYTL1	0	NA
ENSG00000117481	1	46830560	4.46E-02	0	0	NSUN4	0	NA
ENSG00000115155	2	26680121	0.04479	0	1	OTOF	0	NA
ENSG00000198270	12	112369440	0.045165	0	0	TMEM116	0	NA
ENSG00000104043	15	50150546	0.04541	0	0	ATP8B4	0	NA
ENSG00000133706	5	145493763	0.04562	0	0	LARS	0	NA
ENSG00000137135	9	35661561	0.04572	0	NA	ARHGEF39	0	NA
ENSG00000164144	4	153832543	0.045839	0	0	ARFIP1	0	NA
ENSG00000214530	11	72466148	4.63E-02	0	0	STARD10	0	NA
ENSG00000154719	21	26973731	0.04666	0	0	MRPL39	0	NA
ENSG00000170899	6	52842971	0.0467	0	1	GSTA4	0	NA
ENSG00000197375	5	131730958	0.04677	0	0	SLC22A5	0	NA
ENSG00000132600	16	68386262	4.72E-02	0	0	PRMT7	0	NA
ENSG00000100079	22	37966607	4.79E-02	0	0	LGALS2	0	NA
ENSG00000135045	9	77562037	0.04791	0	NA	C9orf40	0	NA
ENSG00000198898	7	116559074	0.048042	0	0	CAPZA2	0	NA
ENSG00000122873	10	60047469	0.04864	0	0	CISD1	0	NA
ENSG00000133067	1	202288637	4.87E-02	0	1	LGR6	0	NA
ENSG00000165752	10	134143888	0.04896	0	0	STK32C	0	NA
ENSG00000110063	11	126215299	4.92E-02	0	0	DCPS	0	NA
ENSG00000122783	7	134850656	0.049414	0	1	CYREN	0	NA
ENSG00000073910	13	32527147	0.04957	0	0	FRY	0	NA
ENSG00000099330	19	17339850	0.05011	0	1	OCEL1	0	NA
ENSG00000139687	13	49054503	0.05015	0	NA	RB1	0	NA
ENSG00000133028	17	10583936	0.05023	0	0	SCO1	0	NA
ENSG00000173548	15	75950550	0.05035	0	1	SNX33	0	NA
ENSG00000092108	14	31191700	0.0504	0	0	SCFD1	0	NA
ENSG00000125977	20	32676416	0.0512	0	0	EIF2S2	0	NA
ENSG00000106829	9	82341287	0.05163	0	0	TLE4	0	NA
ENSG00000085415	18	12986965	0.05165	0	0	SEH1L	0	NA
ENSG00000166821	15	90226436	0.05177	0	1	PEX11A	0	NA
ENSG00000131899	17	18147959	0.051962	0	0	LLGL1	0	NA
ENSG00000099219	9	5784705	0.05213	0	0	ERMP1	0	NA
ENSG00000064012	2	202141628	0.05214	0	1	CASP8	0	NA
ENSG00000171222	20	34541853	0.0523	0	0	SCAND1	0	NA
ENSG00000172995	3	35723339	0.053442	0	NA	ARPP21	0	NA
ENSG00000103056	16	68392577	5.37E-02	0	1	SMPD3	0	NA
ENSG00000205670	21	35774717	0.05374	0	NA	SMIM11A	0	NA
ENSG00000175606	8	74894938	0.0539	0	0	TMEM70	0	NA
ENSG00000152443	19	58269058	0.05403	0	0	ZNF776	0	NA
ENSG00000001561	6	46112964	0.0541	0	0	ENPP4	0	NA
ENSG00000112796	6	46128205	0.0541	0	0	ENPP5	0	NA
ENSG00000106780	9	123363475	0.05431	0	0	MEGF9	0	NA
ENSG00000140157	15	23005566	0.05459	0	0	NIPA2	0	NA
ENSG00000164172	5	52405561	0.05462	0	NA	MOCS2	0	NA
ENSG00000118507	6	131604367	0.0548	0	0	AKAP7	0	NA
ENSG00000196365	19	5692098	0.05556	0	0	LONP1	0	NA
ENSG00000135114	12	121458411	0.055563	0	1	OASL	0	NA
ENSG00000163273	2	232790211	0.05597	0	NA	NPPC	0	NA
ENSG00000167074	22	41795066	5.60E-02	0	0	TEF	0	NA
ENSG00000167608	19	54663988	0.05652	0	1	TMC4	0	NA
ENSG00000135457	12	51488891	0.056521	0	0	TFCP2	0	NA
ENSG00000204241	11	133911019	5.67E-02	0	1	AP000911.1	0	NA
ENSG00000141232	17	48940473	0.05682	0	0	TOB1	0	NA
ENSG00000164758	8	118543007	0.057	0	0	MED30	0	NA
ENSG00000109501	4	6304888	0.057159	0	0	WFS1	0	NA
ENSG00000198818	6	166738054	0.0578	0	0	SFT2D1	0	NA
ENSG00000185262	17	74267071	0.058358	0	0	UBALD2	0	NA
ENSG00000102678	13	22275996	0.05847	0	NA	FGF9	0	NA
ENSG00000143569	1	154243033	5.85E-02	0	0	UBAP2L	0	NA
ENSG00000198933	17	45789083	0.059135	0	0	TBKBP1	0	NA
ENSG00000113734	5	172590957	0.05916	0	0	BNIP1	0	NA
ENSG00000197563	18	59711985	0.0594	0	0	PIGN	0	NA
ENSG00000103966	15	42191828	0.05997	0	1	EHD4	0	NA
ENSG00000159128	21	34809611	0.06033	0	NA	IFNGR2	0	NA
ENSG00000167740	17	4060604	0.06089	0	0	CYB5D2	0	NA
ENSG00000101331	20	30619798	0.0611	0	0	CCM2L	0	NA
ENSG00000064886	1	111784939	6.13E-02	0	0	CHI3L2	0	NA
ENSG00000254838	11	6734884	6.14E-02	0	NA	GVINP1	0	NA
ENSG00000144115	2	88486055	0.06192	0	0	THNSL2	0	NA
ENSG00000173200	3	122355302	0.062211	0	NA	PARP15	0	NA
ENSG00000180881	12	75669862	0.062511	0	1	CAPS2	0	NA
ENSG00000073584	17	38784121	0.062582	0	0	SMARCE1	0	NA
ENSG00000054282	1	243542123	6.26E-02	0	0	SDCCAG8	0	NA
ENSG00000197771	10	121589006	0.0626	0	0	MCMBP	0	NA
ENSG00000109736	4	2932351	0.062935	0	NA	MFSD10	0	NA
ENSG00000152556	12	48539689	0.063169	0	1	PFKM	0	NA
ENSG00000182197	8	118812061	0.0633	0	0	EXT1	0	NA
ENSG00000014919	10	101473418	0.06334	0	NA	COX15	0	NA
ENSG00000204954	12	104344074	0.063454	0	0	C12orf73	0	NA
ENSG00000160948	8	145649193	0.0636	0	0	VPS28	0	NA
ENSG00000167984	16	3589350	6.37E-02	0	0	NLRC3	0	NA
ENSG00000198015	12	93894998	0.06468	0	0	MRPL42	0	NA
ENSG00000114770	3	183637872	0.065183	0	0	ABCC5	0	NA
ENSG00000119878	2	46851725	0.06569	0	0	CRIPT	0	NA
ENSG00000244509	22	39414611	6.61E-02	0	0	APOBEC3C	0	NA
ENSG00000010165	1	171766005	6.68E-02	0	0	EEF1AKNMT	0	NA
ENSG00000165689	9	139297077	0.06725	0	1	ENTR1	0	NA
ENSG00000105865	7	107218734	0.067364	0	0	DUS4L	0	NA
ENSG00000146085	6	49403174	0.0677	0	0	MMUT	0	NA
ENSG00000103024	16	1820485	6.78E-02	0	1	NME3	0	NA
ENSG00000008517	16	3118183	6.81E-02	0	1	IL32	0	NA
ENSG00000140575	15	91045062	0.06816	0	0	IQGAP1	0	NA
ENSG00000185745	10	91163390	0.06821	0	NA	IFIT1	0	NA
ENSG00000163743	4	76405307	0.068409	0	0	RCHY1	0	NA
ENSG00000141452	18	21110394	0.06845	0	0	RMC1	0	NA
ENSG00000128915	15	60760451	0.06863	0	1	ICE2	0	NA
ENSG00000106771	9	111777740	0.06927	0	0	TMEM245	0	NA
ENSG00000163395	1	201197730	6.99E-02	0	NA	IGFN1	0	NA
ENSG00000163545	1	205271520	7.00E-02	0	0	NUAK2	0	NA
ENSG00000138439	2	203634383	0.07075	0	0	FAM117B	0	NA
ENSG00000145014	3	194308443	0.071075	0	0	TMEM44	0	NA
ENSG00000198121	9	113735784	0.07127	0	0	LPAR1	0	NA
ENSG00000197013	19	21713441	0.07147	0	0	ZNF429	0	NA
ENSG00000181896	19	19790918	0.07186	0	0	ZNF101	0	NA
ENSG00000149257	11	75283518	7.23E-02	0	1	SERPINH1	0	NA
ENSG00000164830	8	107764783	0.0724	0	0	OXR1	0	NA
ENSG00000196268	19	21609858	0.07297	0	0	ZNF493	0	NA
ENSG00000197601	11	13753527	7.30E-02	0	0	FAR1	0	NA
ENSG00000100345	22	36677780	7.34E-02	0	0	MYH9	0	NA
