ID	CHR	P1	TWAS.P	cond.sig	unique	gene	twas.fdr.sig	novel
ENSG00000185122	8	145515398	0.00321	0	0	HSF1	0	NA
ENSG00000136279	7	44101235	0.00349	0	0	DBNL	0	NA
ENSG00000138175	10	104433726	3.65E-03	0	0	ARL3	0	NA
ENSG00000257784	12	42159188	0.0037	0	NA	LINC02400	0	NA
ENSG00000148297	9	136207792	3.80E-03	0	1	MED22	0	NA
ENSG00000182986	19	53379771	0.003806	0	0	ZNF320	0	NA
ENSG00000158321	7	70257767	0.00444	0	NA	AUTS2	0	NA
ENSG00000091436	2	174091340	4.82E-03	0	1	MAP3K20	0	NA
ENSG00000108384	17	56774144	4.83E-03	0	0	RAD51C	0	NA
ENSG00000177868	1	43273033	4.88E-03	0	0	SVBP	0	NA
ENSG00000090263	7	140710220	0.0049	0	0	MRPS33	0	NA
ENSG00000182511	15	91438831	0.00497	0	0	FES	0	NA
ENSG00000160799	3	46963359	5.34E-03	0	0	CCDC12	0	NA
ENSG00000113638	5	40714980	5.40E-03	0	1	TTC33	0	NA
ENSG00000157111	5	72424282	5.45E-03	0	1	TMEM171	0	NA
ENSG00000240849	20	48740342	5.46E-03	0	0	TMEM189	0	NA
ENSG00000162869	2	48742396	5.57E-03	0	1	PPP1R21	0	NA
ENSG00000166888	12	57489301	0.00566	0	0	STAT6	0	NA
ENSG00000176125	7	100486519	0.00578	0	0	UFSP1	0	NA
ENSG00000115138	2	25383951	6.28E-03	0	1	POMC	0	NA
ENSG00000168385	2	242293057	6.42E-03	0	0	Sep-02	0	NA
ENSG00000132749	11	68506188	6.55E-03	0	0	TESMIN	0	NA
ENSG00000184164	22	50320979	6.57E-03	0	0	CRELD2	0	NA
ENSG00000178252	3	49053152	6.68E-03	0	0	WDR6	0	NA
ENSG00000178467	3	49044445	6.68E-03	0	0	P4HTM	0	NA
ENSG00000224032	5	111497400	6.74E-03	0	NA	EPB41L4A-AS1	0	NA
ENSG00000180376	3	56653515	6.78E-03	0	0	CCDC66	0	NA
ENSG00000100890	14	35743097	0.00679	0	0	KIAA0391	0	NA
ENSG00000074966	4	48068966	0.0068	0	1	TXK	0	NA
ENSG00000213672	3	48711373	6.81E-03	0	0	NCKIPSD	0	NA
ENSG00000163131	1	150702911	7.19E-03	0	0	CTSS	0	NA
ENSG00000100393	22	41574875	7.19E-03	0	0	EP300	0	NA
ENSG00000173113	11	64084768	7.48E-03	0	1	TRMT112	0	NA
ENSG00000213373	17	41030712	7.52E-03	0	NA	LINC00671	0	NA
ENSG00000010539	16	3272698	7.73E-03	0	NA	ZNF200	0	NA
ENSG00000164463	5	172563433	7.74E-03	0	0	CREBRF	0	NA
ENSG00000120158	9	4860648	7.87E-03	0	0	RCL1	0	NA
ENSG00000095321	9	131857301	7.88E-03	0	0	CRAT	0	NA
ENSG00000256427	12	9408153	0.00832	0	1	AC010175.1	0	NA
ENSG00000127946	7	75163609	0.00856	0	1	HIP1	0	NA
ENSG00000112640	6	42979516	8.79E-03	0	NA	PPP2R5D	0	NA
ENSG00000166896	12	58350470	0.00888	0	0	ATP23	0	NA
ENSG00000262246	16	4404759	8.97E-03	0	NA	CORO7	0	NA
ENSG00000055130	7	148497881	0.0091	0	0	CUL1	0	NA
ENSG00000171680	1	6525526	9.33E-03	0	NA	PLEKHG5	0	NA
ENSG00000131196	18	77227852	0.0095	0	0	NFATC1	0	NA
ENSG00000142599	1	8412758	9.53E-03	0	0	RERE	0	NA
ENSG00000049249	1	7979976	1.01E-02	0	1	TNFRSF9	0	NA
ENSG00000165071	8	133722380	0.010357	0	0	TMEM71	0	NA
ENSG00000100221	22	39081732	1.08E-02	0	NA	JOSD1	0	NA
ENSG00000239704	17	15339503	1.11E-02	0	0	CDRT4	0	NA
ENSG00000183828	14	105639392	0.01126	0	0	NUDT14	0	NA
ENSG00000196821	6	34555289	1.15E-02	0	0	C6orf106	0	NA
ENSG00000198604	14	35222192	0.01158	0	NA	BAZ1A	0	NA
ENSG00000237651	2	61390265	1.19E-02	0	0	C2orf74	0	NA
ENSG00000146232	6	44225967	1.23E-02	0	0	NFKBIE	0	NA
ENSG00000100109	22	26888163	1.23E-02	0	0	TFIP11	0	NA
ENSG00000136828	9	129985241	1.25E-02	0	0	RALGPS1	0	NA
ENSG00000184047	12	122692768	0.01253	0	0	DIABLO	0	NA
ENSG00000143878	2	20648882	1.30E-02	0	NA	RHOB	0	NA
ENSG00000164967	9	34610744	1.30E-02	0	0	RPP25L	0	NA
ENSG00000173917	17	46620339	1.31E-02	0	0	HOXB2	0	NA
ENSG00000145107	3	196050611	1.34E-02	0	1	TM4SF19	0	NA
ENSG00000164111	4	122589545	0.0134	0	0	ANXA5	0	NA
ENSG00000166825	15	90328406	0.01347	0	0	ANPEP	0	NA
ENSG00000138376	2	215593458	1.35E-02	0	0	BARD1	0	NA
ENSG00000197442	6	136878908	1.35E-02	0	0	MAP3K5	0	NA
ENSG00000169508	13	99947378	0.0136	0	1	GPR183	0	NA
ENSG00000170917	4	123838674	0.0138	0	0	NUDT6	0	NA
ENSG00000119383	9	131911152	1.38E-02	0	0	PTPA	0	NA
ENSG00000100330	22	30423553	1.38E-02	0	0	MTMR3	0	NA
ENSG00000114850	3	156258985	1.39E-02	0	0	SSR3	0	NA
ENSG00000157895	12	121441153	0.01391	0	0	C12orf43	0	NA
ENSG00000109756	4	160281036	0.014	0	1	RAPGEF2	0	NA
ENSG00000159753	16	67691172	1.40E-02	0	0	CARMIL2	0	NA
ENSG00000182134	1	151744383	1.42E-02	0	0	TDRKH	0	NA
ENSG00000005020	7	26707122	0.01435	0	1	SKAP2	0	NA
ENSG00000136240	7	6502703	0.01449	0	0	KDELR2	0	NA
ENSG00000071894	8	145618477	0.014721	0	0	CPSF1	0	NA
ENSG00000176476	16	28603029	1.55E-02	0	0	SGF29	0	NA
ENSG00000129295	8	133584564	0.015579	0	0	LRRC6	0	NA
ENSG00000146409	6	133090597	1.57E-02	0	0	SLC18B1	0	NA
ENSG00000225697	3	48663186	1.58E-02	0	NA	SLC26A6	0	NA
ENSG00000152359	5	74970321	1.58E-02	0	0	POC5	0	NA
ENSG00000126432	11	64088174	1.61E-02	0	0	PRDX5	0	NA
ENSG00000186020	19	37035403	0.016165	0	0	ZNF529	0	NA
ENSG00000163584	3	170582911	1.63E-02	0	0	RPL22L1	0	NA
ENSG00000107949	10	127524702	1.71E-02	0	0	BCCIP	0	NA
ENSG00000134905	13	111294663	0.0171	0	0	CARS2	0	NA
ENSG00000159714	16	67428340	1.71E-02	0	NA	ZDHHC1	0	NA
ENSG00000184939	16	68600923	1.75E-02	0	0	ZFP90	0	NA
ENSG00000143333	1	182568116	1.87E-02	0	NA	RGS16	0	NA
ENSG00000049247	1	7913504	1.88E-02	0	0	UTS2	0	NA
ENSG00000014919	10	101473418	1.93E-02	0	NA	COX15	0	NA
ENSG00000177045	19	46268148	0.01936	0	0	SIX5	0	NA
ENSG00000137563	8	63930120	0.019366	0	0	GGH	0	NA
ENSG00000143889	2	38795370	1.94E-02	0	1	HNRNPLL	0	NA
ENSG00000147576	8	67380800	0.01958	0	1	ADHFE1	0	NA
ENSG00000198890	1	107601433	2.00E-02	0	0	PRMT6	0	NA
ENSG00000133104	13	36875909	0.02	0	0	SPART	0	NA
ENSG00000164008	1	43241094	2.02E-02	0	1	C1orf50	0	NA
ENSG00000146085	6	49403174	2.03E-02	0	0	MMUT	0	NA
ENSG00000223959	16	90062527	2.05E-02	0	NA	AFG3L1P	0	NA
ENSG00000114423	3	105377375	2.14E-02	0	0	CBLB	0	NA
ENSG00000108433	17	45012444	2.15E-02	0	0	GOSR2	0	NA
ENSG00000138107	10	104239011	2.16E-02	0	0	ACTR1A	0	NA
ENSG00000021762	11	3108556	2.16E-02	0	0	OSBPL5	0	NA
ENSG00000141994	19	5785623	0.021817	0	0	DUS3L	0	NA
ENSG00000154814	3	16343213	2.20E-02	0	1	OXNAD1	0	NA
ENSG00000167083	17	47283893	2.20E-02	0	0	GNGT2	0	NA
ENSG00000138166	10	112271075	2.22E-02	0	NA	DUSP5	0	NA
ENSG00000125247	13	101256497	0.0225	0	0	TMTC4	0	NA
ENSG00000174482	9	27948626	2.26E-02	0	0	LINGO2	0	NA
ENSG00000214530	11	72466148	2.26E-02	0	0	STARD10	0	NA
ENSG00000114021	3	100073615	2.27E-02	0	0	NIT2	0	NA
ENSG00000237352	1	59486204	2.31E-02	0	1	LINC01358	0	NA
ENSG00000204850	19	46999378	0.023179	0	1	AC011484.1	0	NA
ENSG00000151062	12	1901374	0.0239	0	0	CACNA2D4	0	NA
ENSG00000071462	7	73112196	0.02428	0	0	BUD23	0	NA
ENSG00000135828	1	182543028	2.43E-02	0	0	RNASEL	0	NA
ENSG00000143418	1	150938027	2.44E-02	0	0	CERS2	0	NA
ENSG00000105939	7	138745514	0.02457	0	0	ZC3HAV1	0	NA
ENSG00000116903	1	231468728	2.49E-02	0	NA	EXOC8	0	NA
ENSG00000245910	8	67837708	0.024935	0	NA	SNHG6	0	NA
ENSG00000070087	3	149683102	2.51E-02	0	0	PFN2	0	NA
ENSG00000154127	11	122685037	2.51E-02	0	1	UBASH3B	0	NA
ENSG00000153201	2	109400828	2.55E-02	0	NA	RANBP2	0	NA
ENSG00000119977	10	97423452	2.55E-02	0	0	TCTN3	0	NA
ENSG00000101421	20	32441892	2.58E-02	0	1	CHMP4B	0	NA
ENSG00000109323	4	103552938	0.0261	0	0	MANBA	0	NA
ENSG00000100883	14	35498297	0.02635	0	0	SRP54	0	NA
ENSG00000196387	12	133683905	0.02679	0	1	ZNF140	0	NA
ENSG00000166965	15	91506119	0.02687	0	0	RCCD1	0	NA
ENSG00000163848	3	124951198	2.72E-02	0	0	ZNF148	0	NA
ENSG00000111639	12	6601571	0.02726	0	1	MRPL51	0	NA
ENSG00000132405	4	7034491	0.0274	0	0	TBC1D14	0	NA
ENSG00000110108	11	60690529	2.75E-02	0	NA	TMEM109	0	NA
ENSG00000135362	11	36486555	2.76E-02	0	1	PRR5L	0	NA
ENSG00000018280	2	219259886	2.80E-02	0	0	SLC11A1	0	NA
ENSG00000160959	8	145750422	0.02806	0	0	LRRC14	0	NA
ENSG00000143387	1	150768988	2.82E-02	0	0	CTSK	0	NA
ENSG00000265681	18	47018148	0.0282	0	0	RPL17	0	NA
ENSG00000204070	20	43997518	2.84E-02	0	0	SYS1	0	NA
ENSG00000145703	5	76003775	2.85E-02	0	0	IQGAP2	0	NA
ENSG00000166046	12	106740376	0.0287	0	0	TCP11L2	0	NA
ENSG00000150637	18	67530611	0.029	0	1	CD226	0	NA
ENSG00000167645	19	38795886	0.029117	0	NA	YIF1B	0	NA
ENSG00000251247	19	37368432	0.029253	0	0	ZNF345	0	NA
ENSG00000198373	16	69944005	2.93E-02	0	0	WWP2	0	NA
ENSG00000196418	1	247320081	2.94E-02	0	0	ZNF124	0	NA
ENSG00000112139	6	37600356	3.00E-02	0	0	MDGA1	0	NA
ENSG00000140564	15	91426334	0.03048	0	1	FURIN	0	NA
ENSG00000006194	16	3341198	3.05E-02	0	0	ZNF263	0	NA
ENSG00000167074	22	41795066	3.05E-02	0	0	TEF	0	NA
ENSG00000135452	12	58141872	0.03067	0	0	TSPAN31	0	NA
ENSG00000115241	2	27604099	3.07E-02	0	0	PPM1G	0	NA
ENSG00000163655	3	155643121	3.09E-02	0	NA	GMPS	0	NA
ENSG00000163320	3	88101556	3.12E-02	0	0	CGGBP1	0	NA
ENSG00000154174	3	100082466	3.12E-02	0	0	TOMM70	0	NA
ENSG00000138172	10	105206754	3.12E-02	0	0	CALHM2	0	NA
ENSG00000250067	19	19646215	0.031269	0	NA	YJEFN3	0	NA
ENSG00000180773	11	92881249	3.13E-02	0	1	SLC36A4	0	NA
ENSG00000152785	4	81974537	0.0315	0	NA	BMP3	0	NA
ENSG00000123609	2	152127238	3.18E-02	0	0	NMI	0	NA
ENSG00000101457	20	44439777	3.18E-02	0	0	DNTTIP1	0	NA
ENSG00000165502	14	50087281	0.03199	0	0	RPL36AL	0	NA
ENSG00000213995	13	111291953	0.0323	0	0	NAXD	0	NA
ENSG00000117569	1	97279963	3.24E-02	0	0	PTBP2	0	NA
ENSG00000214140	17	74540029	3.26E-02	0	1	PRCD	0	NA
ENSG00000123427	12	58176187	0.03299	0	0	EEF1AKMT3	0	NA
ENSG00000165275	9	37778781	3.32E-02	0	0	TRMT10B	0	NA
ENSG00000126391	11	65180771	3.33E-02	0	NA	FRMD8	0	NA
ENSG00000273038	10	33176711	3.39E-02	0	0	AL365203.2	0	NA
ENSG00000137878	15	57931668	0.034	0	1	GCOM1	0	NA
ENSG00000141293	17	46210848	3.40E-02	0	1	SKAP1	0	NA
ENSG00000125375	14	50789347	0.03412	0	0	DMAC2L	0	NA
ENSG00000203760	6	126667369	3.42E-02	0	0	CENPW	0	NA
ENSG00000005844	16	30534364	3.43E-02	0	0	ITGAL	0	NA
ENSG00000135968	2	109109100	3.47E-02	0	0	GCC2	0	NA
ENSG00000112584	6	170714015	3.47E-02	0	0	FAM120B	0	NA
ENSG00000135596	6	109765438	3.48E-02	0	0	MICAL1	0	NA
ENSG00000104714	8	614439	0.035155	0	0	ERICH1	0	NA
ENSG00000158077	11	7092603	3.55E-02	0	NA	NLRP14	0	NA
ENSG00000100345	22	36677780	3.57E-02	0	0	MYH9	0	NA
ENSG00000170891	4	5016785	0.036	0	0	CYTL1	0	NA
ENSG00000140836	16	72821170	3.62E-02	0	NA	ZFHX3	0	NA
ENSG00000168090	7	99689530	0.03648	0	0	COPS6	0	NA
ENSG00000178449	12	50513954	0.03657	0	0	COX14	0	NA
ENSG00000156261	21	30433636	0.0367	0	0	CCT8	0	NA
ENSG00000181007	19	36883041	0.037107	0	0	ZFP82	0	NA
ENSG00000173821	17	78369773	3.75E-02	0	0	AC124319.1	0	NA
ENSG00000159202	17	47006032	3.76E-02	0	1	UBE2Z	0	NA
ENSG00000157693	9	117407527	3.78E-02	0	1	TMEM268	0	NA
ENSG00000100304	22	43562758	3.78E-02	0	0	TTLL12	0	NA
ENSG00000100413	22	41921959	3.78E-02	0	1	POLR3H	0	NA
ENSG00000148290	9	136219302	3.80E-02	0	0	SURF1	0	NA
ENSG00000111581	12	69136173	0.03838	0	0	NUP107	0	NA
ENSG00000198719	6	170591717	3.87E-02	0	1	DLL1	0	NA
ENSG00000119711	14	74527140	0.0394	0	0	ALDH6A1	0	NA
ENSG00000074803	15	48591440	0.03972	0	NA	SLC12A1	0	NA
ENSG00000103064	16	68334225	3.99E-02	0	0	SLC7A6	0	NA
ENSG00000166135	10	102309525	4.00E-02	0	0	HIF1AN	0	NA
ENSG00000122912	10	70242547	4.01E-02	0	0	SLC25A16	0	NA
ENSG00000181847	3	114028094	4.02E-02	0	1	TIGIT	0	NA
ENSG00000142961	1	47073525	4.03E-02	0	0	MOB3C	0	NA
ENSG00000176393	1	201975087	4.05E-02	0	1	RNPEP	0	NA
ENSG00000114473	3	197616126	4.06E-02	0	0	IQCG	0	NA
ENSG00000087884	11	77532248	4.06E-02	0	1	AAMDC	0	NA
ENSG00000168135	22	38822471	4.06E-02	0	0	KCNJ4	0	NA
ENSG00000256806	17	6556275	4.11E-02	0	0	C17orf100	0	NA
ENSG00000182919	11	93495818	4.12E-02	0	0	C11orf54	0	NA
ENSG00000183155	1	202848589	4.16E-02	0	0	RABIF	0	NA
ENSG00000189319	10	126308260	4.17E-02	0	1	FAM53B	0	NA
ENSG00000115446	2	99234665	4.18E-02	0	0	UNC50	0	NA
ENSG00000184076	22	30165926	4.20E-02	0	0	UQCR10	0	NA
ENSG00000119326	9	111706020	4.25E-02	0	0	CTNNAL1	0	NA
ENSG00000167984	16	3589350	4.27E-02	0	0	NLRC3	0	NA
ENSG00000137764	15	68099265	0.04273	0	0	MAP2K5	0	NA
ENSG00000132436	7	50513124	0.04277	0	0	FIGNL1	0	NA
ENSG00000108344	17	38153898	4.28E-02	0	0	PSMD3	0	NA
ENSG00000180881	12	75669862	0.04284	0	1	CAPS2	0	NA
ENSG00000158941	8	22477693	0.04319	0	0	CCAR2	0	NA
ENSG00000183891	2	20097669	4.33E-02	0	0	TTC32	0	NA
ENSG00000164465	6	117864318	4.37E-02	0	1	DCBLD1	0	NA
ENSG00000176783	5	179036625	4.38E-02	0	1	RUFY1	0	NA
ENSG00000100490	14	50801284	0.04407	0	1	CDKL1	0	NA
ENSG00000101557	18	213539	0.0446	0	0	USP14	0	NA
ENSG00000135929	2	219679666	4.47E-02	0	0	CYP27A1	0	NA
ENSG00000168904	15	99926333	0.04499	0	1	LRRC28	0	NA
ENSG00000188312	9	95375301	4.50E-02	0	0	CENPP	0	NA
ENSG00000197584	3	178276715	4.51E-02	0	NA	KCNMB2	0	NA
ENSG00000174500	3	111839832	4.55E-02	0	NA	GCSAM	0	NA
ENSG00000184220	3	99891160	4.58E-02	0	0	CMSS1	0	NA
ENSG00000159658	1	47141189	4.59E-02	0	0	EFCAB14	0	NA
ENSG00000160255	21	46306010	0.0461	0	0	ITGB2	0	NA
ENSG00000100417	22	41973006	4.61E-02	0	0	PMM1	0	NA
ENSG00000083937	3	87303749	4.66E-02	0	0	CHMP2B	0	NA
ENSG00000136717	2	127805918	4.72E-02	0	0	BIN1	0	NA
ENSG00000108100	10	35858987	4.73E-02	0	0	CCNY	0	NA
ENSG00000066923	7	99818935	0.04732	0	0	STAG3	0	NA
ENSG00000099956	22	24176489	4.75E-02	0	1	SMARCB1	0	NA
ENSG00000108771	17	40253597	4.76E-02	0	0	DHX58	0	NA
ENSG00000275576	20	30704234	4.81E-02	0	0	AL049539.1	0	NA
ENSG00000183060	15	100267704	0.04829	0	0	LYSMD4	0	NA
ENSG00000183576	14	99879336	0.04854	0	0	SETD3	0	NA
ENSG00000152464	10	15145796	4.90E-02	0	0	RPP38	0	NA
ENSG00000172183	15	89198772	0.04909	0	0	ISG20	0	NA
ENSG00000143771	1	224563565	4.91E-02	0	0	CNIH4	0	NA
ENSG00000198885	2	96993768	4.91E-02	0	0	ITPRIPL1	0	NA
ENSG00000100300	22	43559143	4.98E-02	0	0	TSPO	0	NA
ENSG00000169288	4	78870951	0.0499	0	0	MRPL1	0	NA
ENSG00000141503	17	4800883	4.99E-02	0	0	MINK1	0	NA
ENSG00000139405	12	113629848	0.05038	0	0	RITA1	0	NA
ENSG00000146425	6	159057837	5.11E-02	0	0	DYNLT1	0	NA
ENSG00000136536	2	160624732	5.14E-02	0	0	Mar-07	0	NA
ENSG00000138744	4	76841892	0.052	0	0	NAAA	0	NA
ENSG00000146674	7	45952143	0.05213	0	NA	IGFBP3	0	NA
ENSG00000121895	4	38969215	0.0522	0	0	TMEM156	0	NA
ENSG00000103966	15	42191828	0.05235	0	1	EHD4	0	NA
ENSG00000118804	4	77231911	0.0527	0	0	STBD1	0	NA
ENSG00000124191	20	42697922	5.27E-02	0	0	TOX2	0	NA
ENSG00000124275	5	7900965	5.28E-02	0	0	MTRR	0	NA
ENSG00000104043	15	50150546	0.05328	0	0	ATP8B4	0	NA
ENSG00000114209	3	167443194	5.33E-02	0	NA	PDCD10	0	NA
ENSG00000066056	1	43788641	5.35E-02	0	1	TIE1	0	NA
ENSG00000152804	10	94455154	5.38E-02	0	0	HHEX	0	NA
ENSG00000066084	12	51142155	0.05384	0	0	DIP2B	0	NA
ENSG00000103227	16	903857	5.39E-02	0	0	LMF1	0	NA
ENSG00000169926	15	31669644	0.05412	0	1	KLF13	0	NA
ENSG00000154642	21	19167526	0.0544	0	1	C21orf91	0	NA
ENSG00000131899	17	18147959	5.45E-02	0	0	LLGL1	0	NA
ENSG00000271204	7	130615123	0.0546	0	0	AC016831.5	0	NA
ENSG00000124203	20	57830890	5.49E-02	0	0	ZNF831	0	NA
ENSG00000167325	11	4159679	5.51E-02	0	0	RRM1	0	NA
ENSG00000225783	22	27071941	5.55E-02	0	0	MIAT	0	NA
ENSG00000122986	12	111086724	0.05598	0	1	HVCN1	0	NA
ENSG00000101470	20	44452946	5.61E-02	0	0	TNNC2	0	NA
ENSG00000099308	19	18262198	0.05628	0	1	MAST3	0	NA
ENSG00000272047	6	158613014	5.63E-02	0	1	GTF2H5	0	NA
ENSG00000010030	6	36334115	5.63E-02	0	0	ETV7	0	NA
ENSG00000132906	1	15819063	5.66E-02	0	1	CASP9	0	NA
ENSG00000187775	17	76420061	5.68E-02	0	NA	DNAH17	0	NA
ENSG00000168806	15	43620386	0.05681	0	0	LCMT2	0	NA
ENSG00000070047	11	611694	5.70E-02	0	NA	PHRF1	0	NA
ENSG00000254415	19	52145913	0.057103	0	0	SIGLEC14	0	NA
ENSG00000138468	3	101043435	5.75E-02	0	0	SENP7	0	NA
ENSG00000198933	17	45789083	5.76E-02	0	0	TBKBP1	0	NA
ENSG00000107104	9	745688	5.85E-02	0	0	KANK1	0	NA
ENSG00000104205	8	67773894	0.05867	0	1	SGK3	0	NA
ENSG00000151690	2	191366372	5.89E-02	0	1	MFSD6	0	NA
ENSG00000144021	2	96939731	5.90E-02	0	0	CIAO1	0	NA
